Convsation_Id,User_Rating,Observer_Rating,Self_Rating
0,9.0,8.5,8.5
1,9.0,8.5,8.5
2,9.0,8.5,8.5
3,9.0,9.0,8.5
4,9.0,9.0,9.0
5,9.0,8.5,9.0
6,9.0,9.0,9.0
7,10.0,9.0,9.0
8,9.0,9.0,9.0
9,9.0,9.0,9.0
10,9.0,9.0,9.0
11,9.0,9.0,9.0
12,9.0,8.5,8.5
13,9.0,9.0,9.0
14,10.0,9.0,9.0
15,10.0,9.0,9.0
16,10.0,9.0,9.0
17,9.0,9.0,9.0
18,10.0,9.0,9.0
19,10.0,9.0,9.0
20,9.0,8.5,8.5
21,6.5,8.5,7.5
22,4.0,6.5,6.5
23,6.5,6.5,6.0
24,4.5,8.5,8.5
25,6.5,7.5,7.5
26,4.0,6.5,5.0
27,5.0,6.5,6.5
28,10.0,9.0,9.0
29,9.0,9.0,9.0
30,9.0,8.5,9.0
31,9.0,9.0,9.0
32,9.0,9.0,9.0
33,9.0,8.5,9.0
34,9.0,9.0,9.0
35,9.0,9.0,9.0
36,9.0,9.0,9.0
37,6.5,5.0,6.5
38,9.0,8.5,8.5
39,9.0,8.5,9.0
40,9.0,8.5,8.5
41,9.0,9.0,9.0
42,9.0,8.5,9.0
43,9.0,9.0,9.0
44,9.0,9.0,9.0
45,9.0,9.0,9.0
46,9.0,9.0,9.0
47,9.0,8.5,9.0
48,9.0,8.5,8.5
49,9.0,8.5,9.0
50,9.0,8.5,8.5
51,9.0,8.5,8.5
52,9.0,8.5,9.0
53,9.0,8.5,8.5
54,9.0,9.0,9.0
55,10.0,9.0,9.0
56,10.0,9.0,9.0
57,9.0,8.5,9.0
58,8.5,8.5,8.5
59,8.5,7.5,7.5
60,9.0,8.5,9.0
61,9.0,9.0,9.0
62,9.0,9.0,9.0
63,9.0,9.0,9.0
64,9.0,8.5,9.0
65,9.0,7.5,8.5
66,1.0,1.0,1.0
67,9.0,9.0,9.0
68,9.0,9.0,9.0
69,10.0,9.0,9.0
70,9.0,8.5,8.5
71,9.0,8.5,8.5
72,9.0,9.0,9.0
73,10.0,9.5,9.0
74,9.0,8.5,8.5
75,9.0,9.0,9.0
76,9.0,8.5,8.5
77,1.0,1.0,1.0
78,9.0,8.5,9.0
79,9.0,8.5,8.5
80,9.0,8.5,8.5
81,9.0,8.5,8.5
82,9.0,8.5,9.0
83,9.0,8.5,8.5
84,9.0,8.5,8.5
85,9.0,8.5,8.5
86,9.0,8.5,8.5
87,9.0,8.5,8.5
88,9.0,8.5,8.5
89,9.0,8.5,8.5
90,9.0,9.0,9.0
91,8.5,6.5,6.5
92,9.0,8.5,9.0
93,9.0,8.5,9.0
95,9.0,8.5,9.0
96,9.0,8.5,8.5
97,9.0,8.5,9.0
98,9.0,8.5,8.5
99,9.0,8.5,9.0
100,9.0,9.0,9.0
101,9.0,8.5,8.5
102,9.0,8.5,9.0
103,9.0,8.5,8.5
104,9.0,9.0,9.0
105,9.0,8.5,9.0
106,9.0,9.0,9.0
107,9.0,8.5,8.5
108,9.0,8.5,9.0
109,9.0,9.0,9.0
110,9.0,9.0,9.0
111,9.0,8.5,8.5
112,10.0,8.5,9.0
113,9.0,9.0,9.0
114,9.0,9.0,9.0
115,3.0,4.0,6.5
116,9.0,9.0,9.0
117,9.0,9.0,9.0
118,9.0,8.5,9.0
119,9.0,8.5,9.0
120,10.0,9.0,9.0
121,9.0,8.5,9.0
122,9.0,9.0,9.0
123,9.0,9.0,9.0
124,9.0,9.0,9.0
125,9.0,9.0,9.0
126,9.0,8.5,9.0
127,9.0,9.0,9.0
128,9.0,9.0,9.0
129,9.0,9.0,9.0
130,10.0,9.0,9.0
131,9.0,9.0,9.0
132,9.0,8.5,9.0
133,8.5,7.5,7.5
134,9.0,8.5,9.0
135,10.0,9.0,9.0
136,9.0,8.5,9.0
137,10.0,9.0,9.0
138,9.0,9.0,9.0
139,9.0,9.0,9.0
140,9.0,9.0,9.0
201,9.0,8.5,8.5
202,9.0,9.0,9.0
203,9.0,8.5,9.0
204,9.0,9.0,9.0
205,10.0,9.0,9.0
206,9.0,9.0,9.0
207,10.0,9.0,9.0
208,10.0,9.0,9.0
209,9.0,9.0,9.0
210,10.0,9.0,9.0
211,9.0,9.0,9.0
212,9.0,8.5,9.0
213,9.0,9.0,9.0
214,9.0,8.5,8.5
215,9.0,8.5,9.0
216,9.0,8.5,9.0
217,9.0,8.5,8.5
218,9.0,8.5,8.5
219,9.0,8.5,9.0
220,9.0,8.5,9.0
221,9.0,9.0,9.0
222,9.0,8.5,8.5
223,9.0,9.0,9.0
224,9.0,9.0,9.0
225,9.0,8.5,8.5
226,9.0,7.5,8.5
227,9.0,9.0,9.0
228,9.0,8.5,8.5
229,9.0,9.0,9.0
230,10.0,9.0,9.0
231,9.0,9.0,9.0
232,9.0,8.5,8.5
233,7.5,7.5,8.5
234,9.0,9.0,9.0
235,10.0,9.0,9.0
236,9.0,8.5,9.0
237,9.0,9.0,9.0
238,9.0,8.5,9.0
239,10.0,9.0,9.0
240,9.0,9.0,9.0
241,9.0,7.5,8.5
242,9.0,8.5,9.0
243,8.5,5.0,7.5
244,10.0,9.0,9.0
245,9.0,8.5,8.5
246,9.0,9.0,9.0
247,9.0,8.5,9.0
248,10.0,9.0,9.0
249,9.0,9.0,9.0
250,9.0,9.0,9.0
251,9.0,7.5,8.5
252,9.0,9.0,9.0
253,9.0,9.5,9.0
254,9.0,9.0,9.0
255,9.0,9.0,9.0
256,9.0,9.0,9.0
257,9.0,8.5,9.0
258,8.5,8.5,8.5
259,9.0,9.0,9.0
260,9.0,8.5,8.5
261,9.0,9.0,9.0
262,9.0,8.5,8.5
263,9.0,9.0,9.0
264,10.0,9.0,9.0
265,9.0,9.0,9.0
266,9.0,8.5,9.0
267,9.0,9.0,9.0
268,9.0,9.0,9.0
269,9.0,9.0,9.0
270,9.0,9.0,9.0
271,9.0,9.0,9.0
272,9.0,9.0,9.0
273,9.0,8.5,8.5
274,9.0,9.0,9.0
275,9.0,9.0,9.0
276,9.0,9.0,9.0
277,9.0,9.0,9.0
278,9.0,9.0,9.0
279,9.0,8.5,8.5
280,9.0,8.5,9.0
281,9.0,8.5,8.5
282,9.0,9.0,9.0
283,9.0,9.0,9.0
284,9.0,8.5,8.5
285,9.0,8.5,8.5
286,9.0,8.5,8.5
287,9.0,9.0,9.0
288,9.0,9.0,9.0
289,9.0,8.5,9.0
290,9.0,9.0,9.0
291,9.0,9.0,9.0
292,9.0,8.5,9.0
293,9.0,8.5,8.5
294,9.0,9.0,9.0
295,9.0,9.0,9.0
296,9.0,8.5,9.0
297,9.0,8.5,9.0
298,10.0,9.0,9.0
299,9.0,9.0,9.0
300,9.0,8.5,9.0
301,10.0,9.0,9.0
302,9.0,9.0,9.0
303,9.0,9.0,9.0
304,9.0,9.0,9.0
305,9.0,7.5,7.5
306,9.0,9.0,9.0
307,9.0,9.0,9.0
308,9.0,9.0,9.0
309,10.0,8.5,8.5
310,9.0,8.5,8.5
311,9.0,9.0,8.5
312,9.0,9.0,9.0
313,9.0,9.0,9.0
314,9.0,8.5,9.0
315,9.0,9.0,9.0
316,9.0,8.5,8.5
317,9.0,9.0,9.0
318,9.0,9.0,9.0
319,9.0,9.0,9.0
320,9.0,8.5,8.5
321,9.0,9.0,9.0
322,9.0,8.5,8.5
323,9.0,9.0,9.0
324,9.0,9.0,9.0
325,9.0,8.5,9.0
326,10.0,9.5,9.0
327,9.0,9.0,9.0
328,10.0,9.0,9.0
329,10.0,9.0,9.0
330,9.0,9.0,9.0
331,10.0,9.0,9.0
332,9.0,9.0,9.0
333,9.0,9.0,9.0
334,9.0,9.0,9.0
335,9.0,8.5,9.0
336,9.0,9.0,9.0
337,9.0,9.0,9.0
338,9.0,9.0,9.0
339,9.0,9.0,9.0
340,9.0,9.0,9.0
341,10.0,9.0,9.0
342,9.0,8.5,9.0
343,10.0,9.0,9.0
344,9.0,8.5,8.5
345,9.0,9.0,9.0
346,9.0,8.5,9.0
347,9.0,8.5,8.5
348,9.0,8.5,9.0
349,9.0,8.5,8.5
350,9.0,9.0,9.0
351,9.0,8.5,8.5
352,9.0,9.0,9.0
353,9.0,9.0,9.0
354,9.0,9.0,9.0
355,9.0,8.5,8.5
356,9.0,9.0,9.0
357,9.0,9.0,9.0
358,9.0,9.0,9.0
359,9.0,9.0,9.0
360,9.0,9.0,9.0
361,9.0,9.0,9.0
362,9.0,9.0,9.0
363,9.0,9.0,9.0
364,9.0,9.0,9.0
365,9.0,9.0,9.0
366,9.0,9.0,9.0
367,9.0,9.0,9.0
368,9.0,9.0,9.0
369,9.0,8.5,8.5
370,9.0,9.0,9.0
371,9.5,9.0,9.0
372,9.0,9.0,9.0
373,9.0,8.5,9.0
374,9.5,9.0,9.0
375,9.0,9.0,9.0
376,10.0,8.5,9.0
377,9.0,8.5,8.5
378,9.0,8.5,9.0
379,9.0,9.0,9.0
380,9.0,9.0,9.0
381,2.0,2.0,2.0
382,9.0,8.5,8.5
383,2.0,3.0,3.0
384,9.0,9.0,9.0
385,4.0,4.5,5.0
386,9.0,9.0,9.0
387,9.0,8.5,8.5
388,9.0,9.0,9.0
389,9.0,8.5,9.0
390,9.0,8.5,9.0
391,8.5,8.5,8.5
392,8.5,7.5,8.5
393,9.0,8.5,8.5
394,9.0,8.5,8.5
395,10.0,8.5,9.0
396,9.0,9.0,9.0
397,9.0,9.0,9.0
398,9.0,8.5,9.0
399,9.0,6.5,7.5
400,9.0,8.5,8.5
401,9.0,9.0,9.0
402,9.0,9.0,9.0
403,9.0,9.0,9.0
404,9.0,9.0,9.0
405,9.0,9.0,9.0
406,9.0,8.5,9.0
407,9.0,9.0,9.0
408,9.0,9.0,9.0
409,9.0,9.0,9.0
410,9.0,9.0,9.0
411,9.0,9.0,9.0
412,8.5,8.5,8.5
413,9.0,9.0,9.0
414,9.0,9.0,9.0
415,9.0,9.0,9.0
416,9.0,9.0,9.0
417,9.0,9.0,9.0
418,9.0,9.0,9.0
419,9.0,8.5,9.0
420,9.0,9.0,9.0
421,10.0,9.0,9.0
422,9.0,9.0,9.0
423,9.0,9.0,9.0
424,9.0,9.0,9.0
425,9.0,9.0,9.0
426,9.0,9.0,9.0
427,9.0,9.0,9.0
428,9.0,9.0,9.0
429,9.0,9.0,9.0
430,9.0,9.0,9.0
431,10.0,9.0,9.0
432,9.0,9.0,9.0
433,9.0,9.0,9.0
434,9.0,9.0,9.0
435,9.0,9.0,9.0
436,9.0,9.0,9.0
437,9.0,8.5,8.5
438,10.0,9.0,9.0
439,9.0,9.0,9.0
440,9.0,8.5,9.0
441,9.0,9.0,9.0
442,9.0,9.0,9.0
443,9.0,9.0,9.0
444,10.0,9.0,9.0
445,9.0,9.0,9.0
446,9.0,9.0,9.0
447,9.0,9.0,9.0
448,10.0,9.0,9.0
449,9.0,9.0,9.0
450,9.0,9.0,9.0
451,9.0,9.0,9.0
452,9.0,9.0,9.0
453,9.0,9.0,9.0
454,9.0,9.0,9.0
455,9.0,9.0,9.0
456,9.0,9.0,9.0
457,9.0,8.5,8.5
458,9.0,9.0,9.0
459,9.0,9.0,9.0
460,10.0,9.0,9.0
461,10.0,9.0,9.0
462,9.0,9.0,9.0
463,9.0,9.0,9.0
464,10.0,9.0,9.0
465,9.0,9.0,9.0
466,9.0,9.0,9.0
467,9.0,9.0,9.0
468,9.0,9.0,9.0
469,9.0,9.0,9.0
470,10.0,9.0,9.0
471,9.0,9.0,9.0
472,9.0,9.0,9.0
473,9.0,8.5,9.0
474,9.0,8.5,9.0
475,9.0,8.5,9.0
476,9.0,8.5,8.5
477,9.0,8.5,8.5
478,9.0,9.0,9.0
479,8.5,7.5,8.5
480,8.5,8.5,8.5
481,9.0,9.0,9.0
482,9.0,8.5,9.0
483,9.0,8.5,9.0
484,9.0,9.0,9.0
485,8.5,8.5,8.5
486,10.0,9.0,9.0
487,7.5,6.5,6.5
488,8.5,8.5,8.5
489,6.5,7.5,7.5
490,9.0,9.0,9.0
491,9.0,9.0,9.0
492,9.0,9.0,9.0
493,9.0,8.5,8.5
494,9.0,9.0,9.0
495,6.5,4.5,6.5
496,9.0,8.5,8.5
497,9.0,7.5,8.5
498,9.0,9.0,9.0
499,4.5,4.5,6.5
500,9.0,8.5,9.0
501,7.5,6.5,6.5
502,6.5,6.5,6.5
503,4.0,4.5,5.0
504,6.5,6.5,6.5
505,9.0,8.5,9.0
506,9.0,9.0,9.0
507,9.0,9.0,9.0
508,9.0,9.0,9.0
509,9.0,9.0,9.0
510,10.0,9.0,9.0
